sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),method
0.0458333333333332,0.22749999999999995,0.025833333333333375,-0.37916666666666665,Shap
0.030000000000000027,0.015000000000000069,0.44333333333333325,0.43166666666666664,Shap
0.0091666666666666,0.1391666666666667,0.11749999999999997,-0.34583333333333344,Shap
-0.05499999999999994,-0.04166666666666663,0.1783333333333333,-0.16166666666666674,Shap
0.002499999999999891,0.0925,0.20416666666666664,-0.37916666666666676,Shap
-0.01166666666666677,0.12166666666666669,0.16000000000000003,-0.35000000000000003,Shap
-0.09749999999999992,0.13749999999999998,0.17416666666666658,-0.2941666666666667,Shap
-0.11166666666666669,0.05833333333333324,0.255,-0.28166666666666673,Shap
-0.04166666666666674,0.09166666666666676,0.44833333333333336,0.42166666666666663,Shap
-0.11416666666666647,0.06583333333333347,0.11749999999999988,-0.14916666666666678,Shap
0.03583333333333333,0.1958333333333333,0.03916666666666667,-0.3508333333333334,Shap
0.04416666666666666,0.2808333333333333,-0.039166666666666704,-0.3658333333333333,Shap
0.04416666666666669,0.2908333333333332,-0.05750000000000002,-0.3575000000000001,Shap
0.02083333333333337,0.15750000000000006,0.10416666666666666,-0.36250000000000004,Shap
0.0808333333333332,-0.0008333333333334081,0.49916666666666665,0.3408333333333332,Shap
0.23250000000000007,0.20750000000000024,0.33916666666666667,0.14083333333333337,Shap
0.03500000000000014,-0.0016666666666666496,0.33999999999999997,0.5466666666666667,Shap
-0.24083333333333357,0.08249999999999993,0.21250000000000002,-0.1341666666666667,Shap
-0.004166666666666652,0.22916666666666663,0.004166666666666652,-0.3091666666666667,Shap
0.06416666666666657,0.14416666666666655,0.07416666666666669,-0.36250000000000004,Shap
0.04916666666666669,0.19749999999999995,0.04583333333333332,-0.3725,Shap
0.04666666666666669,0.11833333333333339,0.14666666666666672,-0.3916666666666667,Shap
-0.0841666666666665,0.13250000000000003,0.1624999999999999,-0.2908333333333334,Shap
0.02833333333333332,0.1466666666666667,0.10333333333333336,-0.3583333333333334,Shap
0.04083333333333333,0.40249999999999997,-0.16416666666666668,-0.35916666666666663,Shap
0.05166666666666661,0.11166666666666669,0.1233333333333333,-0.3666666666666668,Shap
0.03249999999999981,0.14083333333333337,0.14416666666666667,-0.39749999999999996,Shap
0.0449999999999999,0.13999999999999996,0.105,-0.37,Shap
-0.0008333333333333526,0.11916666666666662,0.1525,-0.35083333333333333,Shap
0.05166666666666672,0.33499999999999974,-0.10833333333333334,-0.3583333333333334,Shap
0.0416666666666666,0.13166666666666665,0.10333333333333335,-0.3566666666666667,Shap
-0.025833333333333208,-0.010833333333333223,0.5091666666666668,0.44749999999999995,Shap
0.030833333333333324,0.007499999999999979,0.4241666666666667,0.4574999999999999,Shap
-0.031666666666666676,0.015000000000000041,0.5,0.43666666666666676,Shap
-0.010833333333333306,0.020833333333333287,0.4925,0.4174999999999999,Shap
-0.01333333333333342,0.015000000000000041,0.4983333333333333,0.41999999999999993,Shap
-0.059166666666666756,0.012500000000000011,0.5541666666666666,0.41249999999999987,Shap
0.20166666666666655,0.03333333333333326,0.3366666666666666,0.34833333333333344,Shap
-0.06749999999999995,0.017500000000000127,0.5891666666666666,0.38083333333333336,Shap
-0.011666666666666825,0.0549999999999998,0.44333333333333336,0.43333333333333324,Shap
-0.0366666666666664,-0.09333333333333349,0.5549999999999999,0.495,Shap
-0.010833333333333417,0.010833333333333306,0.4558333333333333,0.4641666666666666,Shap
-0.0033333333333332993,0.0033333333333333687,0.44,0.4799999999999999,Shap
-0.019999999999999796,0.02333333333333329,0.4700000000000001,0.44666666666666655,Shap
0.04166666666666666,0.049999999999999836,0.3633333333333334,0.46499999999999997,Shap
0.003333333333333355,0.08499999999999999,0.2899999999999999,0.5416666666666667,Shap
0.001666666666666372,0.0033333333333331466,0.4683333333333333,0.4466666666666666,Shap
-0.022500000000000075,0.027500000000000108,0.49583333333333324,0.4191666666666667,Shap
-0.03500000000000009,-0.12166666666666676,0.6299999999999998,0.44666666666666666,Shap
-0.07083333333333341,0.0774999999999999,0.4125,0.5008333333333332,Shap
0.003333333333333355,-0.08666666666666668,0.14,-0.13666666666666677,Shap
-0.02000000000000024,-0.006666666666666682,0.5,0.44666666666666655,Shap
0.04250000000000034,0.017500000000000016,0.40583333333333327,0.4541666666666666,Shap
-0.06666666666666676,0.010000000000000009,0.5533333333333332,0.42333333333333323,Shap
-0.004166666666666707,0.01916666666666675,0.4141666666666666,0.4908333333333333,Shap
-0.02416666666666678,-0.005833333333333357,0.5191666666666666,0.4308333333333334,Shap
-0.04666666666666647,0.003333333333333202,0.5599999999999999,0.4033333333333333,Shap
-0.0033333333333332993,0.036666666666666736,0.4083333333333333,0.4783333333333333,Shap
0.010000000000000231,0.04333333333333336,0.42666666666666664,0.44000000000000017,Shap
-0.00416666666666643,0.0041666666666666935,0.4725000000000001,0.44749999999999995,Shap
-0.11250000000000004,0.07916666666666672,0.6491666666666666,0.3041666666666667,Shap
-0.06249999999999972,0.012499999999999928,0.5324999999999999,0.43749999999999994,Shap
-0.06166666666666665,-0.13166666666666657,0.6799999999999998,0.43333333333333335,Shap
-0.0066666666666664876,0.006666666666666557,0.4683333333333333,0.4516666666666666,Shap
-0.1499999999999997,-0.12500000000000006,0.29500000000000004,-0.10000000000000012,Shap
-0.049166666666666525,-0.17083333333333334,0.39749999999999996,-0.25749999999999995,Shap
-0.06333333333333346,0.014999999999999791,0.4966666666666668,0.47166666666666657,Shap
-0.009166666666666434,-0.03583333333333351,0.5225,0.44249999999999995,Shap
-0.005833333333333635,0.02249999999999984,0.5008333333333332,0.4025000000000001,Shap
0.01666666666666683,0.04666666666666658,0.4183333333333332,0.43833333333333335,Shap
-0.022499999999999853,0.019166666666666526,0.46916666666666673,0.4541666666666665,Shap
-0.02750000000000008,0.012499999999999872,0.47250000000000003,0.4624999999999999,Shap
-0.022500000000000187,0.017499999999999988,0.4191666666666667,0.5058333333333331,Shap
0.030833333333333324,0.007499999999999979,0.4241666666666667,0.4574999999999999,Shap
-0.017500000000000293,-0.004166666666666735,0.5158333333333331,0.4258333333333333,Shap
-0.040833333333333444,-0.012499999999999914,0.49249999999999994,0.48083333333333333,Shap
-0.02000000000000035,0.01833333333333312,0.42333333333333334,0.4983333333333332,Shap
0.028333333333333433,0.06333333333333324,0.34333333333333327,0.48499999999999993,Shap
-0.0058333333333331905,0.027500000000000024,0.4408333333333332,0.4574999999999998,Shap
0.0025000000000001688,-0.03249999999999997,0.5075000000000001,0.4424999999999999,Shap
0.029166666666666563,0.030833333333333268,0.4291666666666666,0.4308333333333334,Shap
